generazione,dna,tempo,accuracy,fitness
2,"[10, 30, 1, 274]",586.3045930862427,0.7770000100135803,0.28069559293544216
3,"[8, 19, 2, 232]",355.4803469181061,0.766700029373169,0.30057054331043515
3,"[3, 19, 2, 153]",292.849417924881,0.7246000170707703,0.293759419601924
3,"[8, 26, 2, 154]",405.79584097862244,0.7623000144958496,0.29225848091938855
3,"[8, 10, 1, 154]",285.3027331829071,0.6622999906539917,0.2697423494035869
3,"[9, 14, 3, 316]",394.01727986335754,0.6783999800682068,0.2613739122650477
3,"[7, 23, 1, 316]",343.6717140674591,0.781000018119812,0.30794784645866335
3,"[10, 30, 1, 316]",458.9789807796478,0.7742999792098999,0.29089415976343713
3,"[6, 21, 3, 316]",421.81025099754333,0.7396000027656555,0.2817398105152462
3,"[8, 24, 2, 265]",398.8228979110718,0.7702999711036682,0.29618035588588815
3,"[10, 26, 2, 183]",466.02028489112854,0.7577999830245972,0.28398988678591985
3,"[7, 21, 3, 64]",438.2713348865509,0.7315999865531921,0.27693835778724646
3,"[3, 19, 2, 73]",313.10020184516907,0.6937000155448914,0.27795994881089575
3,"[9, 14, 3, 64]",412.9549329280853,0.6937000155448914,0.26518571451387096
3,"[7, 24, 2, 265]",402.2864601612091,0.7734000086784363,0.29694355623770996
3,"[7, 30, 1, 64]",409.83837389945984,0.796999990940094,0.30505861638996096
3,"[7, 23, 3, 64]",468.6478340625763,0.701200008392334,0.26253847924640156
3,"[6, 24, 2, 265]",405.94193267822266,0.6764000058174133,0.2593097040423432
3,"[6, 23, 2, 265]",408.96342730522156,0.7878999710083008,0.30168268009829563
3,"[3, 24, 2, 316]",380.12068915367126,0.7350000143051147,0.28489239383306936
3,"[10, 30, 1, 154]",490.5690941810608,0.7940000295639038,0.29509048768175883
4,"[7, 30, 1, 316]",422.7080738544464,0.8203999996185303,0.3124094948893971
4,"[3, 30, 1, 64]",337.2423770427704,0.7366999983787537,0.2914228083828766
4,"[10, 30, 1, 64]",497.4216811656952,0.7946000099182129,0.2946537355788022
4,"[7, 30, 1, 64]",424.1567440032959,0.8101000189781189,0.30831280180387105
4,"[3, 24, 2, 308]",393.1152083873749,0.6847000122070312,0.263902399266915
4,"[8, 30, 1, 64]",449.6501820087433,0.7800999879837036,0.294058353512847
4,"[7, 23, 3, 265]",482.10830211639404,0.7706999778747559,0.28723758492904694
4,"[7, 24, 2, 316]",425.4506480693817,0.8001999855041504,0.3043917424741922
4,"[6, 23, 2, 265]",426.7857439517975,0.7718999981880188,0.29347467552912065
4,"[3, 19, 1, 64]",308.62151288986206,0.7333999872207642,0.2946060375014953
4,"[7, 24, 2, 183]",430.57454466819763,0.786300003528595,0.29851388385938027
4,"[3, 24, 2, 153]",357.40110993385315,0.6777999997138977,0.2654753673819947
4,"[8, 24, 2, 316]",446.8386218547821,0.7756999731063843,0.292700325316405
4,"[6, 19, 2, 265]",418.6485800743103,0.7681000232696533,0.29296112815238845
4,"[8, 26, 2, 183]",477.95744276046753,0.7231000065803528,0.2698749397057754
4,"[3, 19, 2, 153]",373.0600891113281,0.7378000020980835,0.28688315070985493
4,"[10, 26, 2, 316]",530.4120650291443,0.7519000172615051,0.2759657641200654
4,"[3, 30, 1, 64]",370.63308095932007,0.7192999720573425,0.2799982879023096
4,"[10, 26, 2, 64]",540.7272822856903,0.7545999884605408,0.2761090321605195
4,"[3, 24, 2, 153]",403.702627658844,0.7279000282287598,0.279310371971645
