generazione,dna,tempo,accuracy,fitness
1,"[6, 32, 3, 192]",397.7951121330261,0.7542999982833862,0.29015338930938817
1,"[10, 27, 3, 270]",492.3867268562317,0.7806000113487244,0.28993729299976745
1,"[5, 27, 4, 135]",445.5097601413727,0.7493000030517578,0.2828767049311894
1,"[8, 18, 3, 144]",405.645210981369,0.7357000112533569,0.28207773324550595
1,"[4, 9, 2, 36]",258.30029916763306,0.6486999988555908,0.2689330044172376
1,"[10, 32, 4, 320]",580.8718430995941,0.7542999982833862,0.27289366065262805
1,"[4, 26, 2, 104]",330.80595111846924,0.7799000144004822,0.30953654340123327
1,"[8, 25, 5, 200]",536.4966640472412,0.7570000290870667,0.27733337262536956
1,"[6, 18, 4, 108]",420.9091980457306,0.7148000001907349,0.27238897775884674
1,"[4, 30, 3, 120]",367.22282910346985,0.7652000188827515,0.2983317738508402
1,"[9, 18, 5, 162]",504.7845230102539,0.7017999887466431,0.2596272513071275
1,"[2, 23, 2, 46]",265.5826241970062,0.6937999725341797,0.28619753752486793
1,"[2, 29, 3, 58]",316.88787364959717,0.6735000014305115,0.26930244626104416
1,"[7, 17, 3, 119]",400.73255467414856,0.7441999912261963,0.28591684839661247
1,"[2, 24, 3, 48]",299.9525990486145,0.6744999885559082,0.27229941768387195
1,"[2, 21, 3, 42]",305.55817699432373,0.6514000296592712,0.26212290286496237
1,"[6, 15, 2, 90]",331.81332206726074,0.7318999767303467,0.2903335203233819
1,"[10, 22, 3, 220]",465.7329032421112,0.7616999745368958,0.2854800923027274
1,"[8, 20, 4, 160]",491.0263340473175,0.7526999711990356,0.27969924308030647
1,"[5, 18, 5, 90]",474.91933012008667,0.6887999773025513,0.2573394866624541
2,"[10, 32, 5, 320]",619.2498300075531,0.7408999800682068,0.26537806888202803
2,"[8, 32, 4, 256]",534.2659819126129,0.802299976348877,0.29412437496925126
2,"[10, 27, 4, 270]",598.0973751544952,0.6819999814033508,0.24560893254367866
2,"[5, 27, 4, 135]",493.8220570087433,0.7748000025749207,0.28764794057705095
2,"[7, 17, 3, 119]",444.06765818595886,0.7312999963760376,0.27622815643147197
2,"[10, 24, 3, 240]",492.35390996932983,0.7781999707221985,0.28904895657315854
2,"[6, 29, 3, 174]",469.13349509239197,0.7964000105857849,0.2981323967449837
2,"[5, 30, 3, 150]",435.63244795799255,0.7799999713897705,0.29555302759790075
2,"[3, 32, 3, 96]",377.6298201084137,0.7487999796867371,0.2905629494298635
2,"[6, 32, 3, 192]",454.17160391807556,0.8165000081062317,0.30727603098098594
2,"[6, 15, 2, 90]",368.8928997516632,0.7515000104904175,0.29276556303714685
2,"[8, 22, 3, 176]",484.07039618492126,0.7907000184059143,0.29449793593196893
2,"[5, 27, 4, 135]",512.4844670295715,0.7577000260353088,0.2796270513074493
2,"[4, 32, 3, 128]",438.2892367839813,0.7792999744415283,0.2949926324779626
2,"[10, 27, 2, 270]",530.5845141410828,0.7631999850273132,0.28009861634401384
2,"[2, 29, 3, 58]",385.814110994339,0.6398000121116638,0.24737296151570595
2,"[7, 27, 4, 189]",569.9588360786438,0.777899980545044,0.28227291684319034
2,"[6, 15, 2, 90]",403.3153941631317,0.7416999936103821,0.2846512287151196
2,"[5, 27, 5, 135]",635.583004951477,0.7565000057220459,0.2698728195232456
2,"[2, 24, 3, 48]",398.7578806877136,0.6047999858856201,0.23255193909374736
3,"[2, 24, 3, 48]",262.52872800827026,0.6672999858856201,0.2758376222905608
3,"[5, 27, 5, 135]",455.82050609588623,0.7498000264167786,0.28200758170223494
3,"[6, 15, 2, 90]",289.34720516204834,0.7584999799728394,0.3081555355049511
3,"[7, 27, 4, 189]",462.2875030040741,0.7889000177383423,0.29603227886935124
3,"[5, 29, 3, 145]",390.9167323112488,0.8001000285148621,0.30867053240308445
3,"[10, 27, 2, 270]",455.1002459526062,0.7534000277519226,0.2834347932007943
3,"[4, 32, 3, 128]",354.4937598705292,0.7681000232696533,0.3012619367761911
3,"[5, 27, 4, 135]",432.5819330215454,0.7771000266075134,0.2947950946167714
